SOURCE,INDEX_COL,ID,NAME,URL
Artist,124,38SHprY6NUd8O9LyWJ4hg4,RILEY,https://api.spotify.com/v1/artists/38SHprY6NUd8O9LyWJ4hg4
Artist,126,2DaxqgrOhkeH0fpeiQq2f4,Oasis,https://api.spotify.com/v1/artists/2DaxqgrOhkeH0fpeiQq2f4
Song,0,0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
Song,1,7qiZfU4dY1lWllzX7mPBI3,Shape of You,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
Song,2,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
Song,3,5aAx2yezTd8zXrkmtKl66Z,Starboy,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
Song,4,4Dvkj6JhhA12EX05fT7y2e,As It Was,https://open.spotify.com/track/4Dvkj6JhhA12EX05fT7y2e
Song,5,3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
Song,6,2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
Song,7,1xznGGDReH1oQq0xzbwXa3,One Dance,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
Song,8,5PjdY0CKGZdEuoNab3yDmX,STAY (with Justin Bieber),https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
Song,9,0CcQNd8CINkwQfe1RDtGV6,Believer,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
Song,10,0tgVpDi06FyKpA1z0VMD4v,Perfect,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
Song,11,6CDzDgIUqeDY5g8ujExx2f,Heat Waves,https://open.spotify.com/track/6CDzDgIUqeDY5g8ujExx2f
Song,12,0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
Song,13,2XU0oxnq2qxCpomAAuJY8K,Dance Monkey,https://open.spotify.com/track/2XU0oxnq2qxCpomAAuJY8K
Song,14,0HnEUKSPm0rarRwBi8P88o,Training Arc,https://open.spotify.com/track/0HnEUKSPm0rarRwBi8P88o
Song,15,7BKLCZ1jbUBVqRi2FVlTVw,Closer,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
Song,16,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
Song,17,1kMYb79RkBzfapzk7714HO,Fireflies,https://open.spotify.com/track/1kMYb79RkBzfapzk7714HO
Song,18,7wGoVu4Dady5GV0Sv4UIsx,rockstar,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
Song,19,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
Song,20,7yq4Qj7cqayVTp3FF9CWbm,Riptide,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
Song,21,6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
Song,22,5zwvPfEHlXIFIQoG8I3f7O,Invisible,https://open.spotify.com/track/5zwvPfEHlXIFIQoG8I3f7O
Song,23,0TK2YIli7K1leLovkQiNik,Señorita,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik
Song,24,2EiGECydkS2M8OCcRHQZhT,Take Me To Church,https://open.spotify.com/track/2EiGECydkS2M8OCcRHQZhT
Song,25,3JvKfv6T31zO0ini8iNItO,Another Love,https://open.spotify.com/track/3JvKfv6T31zO0ini8iNItO
Song,26,5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,https://open.spotify.com/track/5XeFesFbtLpXzIVDNQP22n
Song,27,3AJwUDP919kvQ9QcozQPxg,Yellow,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
Song,28,5edBgVtRD0fvWk140Sl21T,Counting Stars,https://open.spotify.com/track/5edBgVtRD0fvWk140Sl21T
Song,29,6dHFM8TPe90x7egKveFEaX,Necromancer,https://open.spotify.com/track/6dHFM8TPe90x7egKveFEaX
Song,30,3PfIrDoz19wz7qK7tYeu62,Don't Start Now,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
Song,31,3hRV0jL3vUpRrcy398teAU,The Night We Met,https://open.spotify.com/track/3hRV0jL3vUpRrcy398teAU
Song,32,0JqR4UM29RE4MK3X465S6J,Echo,https://open.spotify.com/track/0JqR4UM29RE4MK3X465S6J
Song,33,1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,https://open.spotify.com/track/1HNkqx9Ahdgi1Ixy2xkKkL
Song,34,6ykqMWrxdNeZ8N5ykjjgOe,Self Sabotage,https://open.spotify.com/track/6ykqMWrxdNeZ8N5ykjjgOe
Song,35,285pBltuF7vW8TeWk8hdRR,Lucid Dreams,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
Song,36,1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr
Song,37,3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us (feat. Ray Dalton),https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
Song,38,6gBFPUFcJLzWGx4lenP6h2,goosebumps,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
Song,39,4A6HdNcWu5tyVNgTdBPeD2,Forget July,https://open.spotify.com/track/4A6HdNcWu5tyVNgTdBPeD2
Song,40,21jGcNKet2qwijlDFuPiPb,Circles,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
Song,41,4u7EnebtmKWzUH433cf5Qv,Bohemian Rhapsody - Remastered 2011,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
Song,42,6T8cJz5lAqGer9GUHGyelE,God's Plan,https://open.spotify.com/track/6T8cJz5lAqGer9GUHGyelE
Song,43,61VYQM9v3dyG8VeO0rXMWW,JEKYLL & HYDE,https://open.spotify.com/track/61VYQM9v3dyG8VeO0rXMWW
Song,44,34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,https://open.spotify.com/track/34gCuhDGsG4bRPIf9bb02f
Song,45,3hB5DgAiMAQ4DzYbsMq1IT,Love Yourself,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT
Song,46,2Ch7LmS7r2Gy2kc64wv3Bz,Die For You,https://open.spotify.com/track/2Ch7LmS7r2Gy2kc64wv3Bz
Song,47,2VxeLyX666F8uXCJ0dZF8B,Shallow,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
Song,48,2Fxmhks0bxGSBdJ92vM42m,bad guy,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
Song,49,7MkF90aj4SnmAsd13HbdRd,Mr. Jazzman,https://open.spotify.com/track/7MkF90aj4SnmAsd13HbdRd
Song,50,3U4isOIWM3VvDubwSI3y7a,All of Me,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
Song,51,0tKcYR2II1VCQWT79i5NrW,Thunder,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
Song,52,1mea3bSkSGXuIRvnydlB5b,Viva La Vida,https://open.spotify.com/track/1mea3bSkSGXuIRvnydlB5b
Song,53,47Slg6LuqLaX0VodpSCvPt,Just the Way You Are,https://open.spotify.com/track/47Slg6LuqLaX0VodpSCvPt
